"sigma","tpr","fpr","noise","freq","nr_transition_days","window_size_days","nr_baselinedays","ews"
2.25,0.26,0.172,8,18,25,10,25,"Autocorrelation"
2.5,0.188,0.13,8,18,25,10,25,"Autocorrelation"
2.75,0.152,0.108,8,18,25,10,25,"Autocorrelation"
3,0.108,0.08,8,18,25,10,25,"Autocorrelation"
3.25,0.086,0.058,8,18,25,10,25,"Autocorrelation"
3.5,0.058,0.042,8,18,25,10,25,"Autocorrelation"
3.75,0.04,0.036,8,18,25,10,25,"Autocorrelation"
4,0.034,0.024,8,18,25,10,25,"Autocorrelation"
4.25,0.026,0.016,8,18,25,10,25,"Autocorrelation"
4.5,0.024,0.008,8,18,25,10,25,"Autocorrelation"
4.75,0.02,0.008,8,18,25,10,25,"Autocorrelation"
5,0.016,0.006,8,18,25,10,25,"Autocorrelation"
5.25,0.008,0.006,8,18,25,10,25,"Autocorrelation"
5.5,0.008,0.006,8,18,25,10,25,"Autocorrelation"
5.75,0.002,0.004,8,18,25,10,25,"Autocorrelation"
6,0.002,0.004,8,18,25,10,25,"Autocorrelation"
0.25,0.784,0.718,10,18,25,10,25,"Autocorrelation"
0.5,0.734,0.648,10,18,25,10,25,"Autocorrelation"
0.75,0.67,0.562,10,18,25,10,25,"Autocorrelation"
1,0.592,0.49,10,18,25,10,25,"Autocorrelation"
1.25,0.52,0.422,10,18,25,10,25,"Autocorrelation"
1.5,0.426,0.336,10,18,25,10,25,"Autocorrelation"
1.75,0.37,0.266,10,18,25,10,25,"Autocorrelation"
2,0.32,0.198,10,18,25,10,25,"Autocorrelation"
2.25,0.268,0.156,10,18,25,10,25,"Autocorrelation"
2.5,0.194,0.112,10,18,25,10,25,"Autocorrelation"
2.75,0.17,0.078,10,18,25,10,25,"Autocorrelation"
3,0.136,0.056,10,18,25,10,25,"Autocorrelation"
3.25,0.1,0.042,10,18,25,10,25,"Autocorrelation"
3.5,0.08,0.03,10,18,25,10,25,"Autocorrelation"
3.75,0.056,0.026,10,18,25,10,25,"Autocorrelation"
4,0.04,0.018,10,18,25,10,25,"Autocorrelation"
4.25,0.034,0.012,10,18,25,10,25,"Autocorrelation"
4.5,0.024,0.008,10,18,25,10,25,"Autocorrelation"
4.75,0.02,0.006,10,18,25,10,25,"Autocorrelation"
5,0.018,0.006,10,18,25,10,25,"Autocorrelation"
5.25,0.018,0.004,10,18,25,10,25,"Autocorrelation"
5.5,0.014,0.004,10,18,25,10,25,"Autocorrelation"
5.75,0.012,0.004,10,18,25,10,25,"Autocorrelation"
6,0.01,0,10,18,25,10,25,"Autocorrelation"
0.25,0.721442885771543,0.752,4,90,25,10,25,"Autocorrelation"
0.5,0.649298597194389,0.652,4,90,25,10,25,"Autocorrelation"
0.75,0.566265060240964,0.578,4,90,25,10,25,"Autocorrelation"
1,0.490981963927856,0.482,4,90,25,10,25,"Autocorrelation"
1.25,0.428,0.398,4,90,25,10,25,"Autocorrelation"
1.5,0.33,0.334,4,90,25,10,25,"Autocorrelation"
1.75,0.278,0.27,4,90,25,10,25,"Autocorrelation"
2,0.226,0.224,4,90,25,10,25,"Autocorrelation"
2.25,0.172,0.182,4,90,25,10,25,"Autocorrelation"
2.5,0.142,0.146,4,90,25,10,25,"Autocorrelation"
2.75,0.112,0.114,4,90,25,10,25,"Autocorrelation"
3,0.082,0.09,4,90,25,10,25,"Autocorrelation"
3.25,0.06,0.074,4,90,25,10,25,"Autocorrelation"
3.5,0.05,0.058,4,90,25,10,25,"Autocorrelation"
3.75,0.0380761523046092,0.046,4,90,25,10,25,"Autocorrelation"
4,0.028,0.042,4,90,25,10,25,"Autocorrelation"
4.25,0.026,0.032,4,90,25,10,25,"Autocorrelation"
4.5,0.022,0.032,4,90,25,10,25,"Autocorrelation"
4.75,0.016,0.026,4,90,25,10,25,"Autocorrelation"
5,0.014,0.022,4,90,25,10,25,"Autocorrelation"
5.25,0.01,0.014,4,90,25,10,25,"Autocorrelation"
5.5,0.006,0.014,4,90,25,10,25,"Autocorrelation"
5.75,0.006,0.012,4,90,25,10,25,"Autocorrelation"
6,0.006,0.012,4,90,25,10,25,"Autocorrelation"
0.25,0.675350701402806,0.726,6,90,25,10,25,"Autocorrelation"
0.5,0.603206412825651,0.65,6,90,25,10,25,"Autocorrelation"
0.75,0.545090180360721,0.588,6,90,25,10,25,"Autocorrelation"
1,0.478957915831663,0.512,6,90,25,10,25,"Autocorrelation"
1.25,0.396,0.428,6,90,25,10,25,"Autocorrelation"
1.5,0.322,0.344,6,90,25,10,25,"Autocorrelation"
1.75,0.268,0.282,6,90,25,10,25,"Autocorrelation"
2,0.208,0.222,6,90,25,10,25,"Autocorrelation"
2.25,0.166332665330661,0.18,6,90,25,10,25,"Autocorrelation"
2.5,0.136,0.148,6,90,25,10,25,"Autocorrelation"
2.75,0.1,0.118,6,90,25,10,25,"Autocorrelation"
3,0.076,0.084,6,90,25,10,25,"Autocorrelation"
3.25,0.044,0.076,6,90,25,10,25,"Autocorrelation"
3.5,0.034,0.056,6,90,25,10,25,"Autocorrelation"
3.75,0.024,0.05,6,90,25,10,25,"Autocorrelation"
4,0.02,0.04,6,90,25,10,25,"Autocorrelation"
4.25,0.016,0.036,6,90,25,10,25,"Autocorrelation"
4.5,0.012,0.032,6,90,25,10,25,"Autocorrelation"
4.75,0.008,0.018,6,90,25,10,25,"Autocorrelation"
5,0.006,0.012,6,90,25,10,25,"Autocorrelation"
5.25,0.004,0.01,6,90,25,10,25,"Autocorrelation"
5.5,0.004,0.01,6,90,25,10,25,"Autocorrelation"
5.75,0.004,0.008,6,90,25,10,25,"Autocorrelation"
6,0.002,0.008,6,90,25,10,25,"Autocorrelation"
0.25,0.659318637274549,0.714,8,90,25,10,25,"Autocorrelation"
0.5,0.596,0.618,8,90,25,10,25,"Autocorrelation"
0.75,0.51,0.534,8,90,25,10,25,"Autocorrelation"
1,0.416,0.462,8,90,25,10,25,"Autocorrelation"
1.25,0.33,0.394,8,90,25,10,25,"Autocorrelation"
1.5,0.28,0.318,8,90,25,10,25,"Autocorrelation"
1.75,0.244,0.244,8,90,25,10,25,"Autocorrelation"
2,0.186,0.198,8,90,25,10,25,"Autocorrelation"
2.25,0.138276553106212,0.146,8,90,25,10,25,"Autocorrelation"
2.5,0.108216432865731,0.124,8,90,25,10,25,"Autocorrelation"
2.75,0.07,0.096,8,90,25,10,25,"Autocorrelation"
3,0.048,0.072,8,90,25,10,25,"Autocorrelation"
3.25,0.042,0.06,8,90,25,10,25,"Autocorrelation"
3.5,0.036,0.042,8,90,25,10,25,"Autocorrelation"
3.75,0.026,0.038,8,90,25,10,25,"Autocorrelation"
4,0.02,0.028,8,90,25,10,25,"Autocorrelation"
4.25,0.016,0.026,8,90,25,10,25,"Autocorrelation"
4.5,0.014,0.022,8,90,25,10,25,"Autocorrelation"
4.75,0.012,0.02,8,90,25,10,25,"Autocorrelation"
5,0.01,0.018,8,90,25,10,25,"Autocorrelation"
5.25,0.006,0.014,8,90,25,10,25,"Autocorrelation"
5.5,0.006,0.014,8,90,25,10,25,"Autocorrelation"
5.75,0.004,0.012,8,90,25,10,25,"Autocorrelation"
6,0.004,0.01,8,90,25,10,25,"Autocorrelation"
0.25,0.692,0.728,10,90,25,10,25,"Autocorrelation"
0.5,0.594,0.65,10,90,25,10,25,"Autocorrelation"
0.75,0.532,0.568,10,90,25,10,25,"Autocorrelation"
1,0.444,0.498,10,90,25,10,25,"Autocorrelation"
1.25,0.374,0.404,10,90,25,10,25,"Autocorrelation"
1.5,0.294,0.336,10,90,25,10,25,"Autocorrelation"
1.75,0.24248496993988,0.252,10,90,25,10,25,"Autocorrelation"
2,0.19,0.18,10,90,25,10,25,"Autocorrelation"
2.25,0.142,0.136,10,90,25,10,25,"Autocorrelation"
2.5,0.11,0.102,10,90,25,10,25,"Autocorrelation"
2.75,0.078,0.082,10,90,25,10,25,"Autocorrelation"
3,0.062,0.054,10,90,25,10,25,"Autocorrelation"
3.25,0.05,0.042,10,90,25,10,25,"Autocorrelation"
3.5,0.042,0.034,10,90,25,10,25,"Autocorrelation"
3.75,0.034,0.024,10,90,25,10,25,"Autocorrelation"
4,0.032064128256513,0.022,10,90,25,10,25,"Autocorrelation"
4.25,0.028,0.018,10,90,25,10,25,"Autocorrelation"
4.5,0.024,0.014,10,90,25,10,25,"Autocorrelation"
4.75,0.018,0.012,10,90,25,10,25,"Autocorrelation"
5,0.018,0.012,10,90,25,10,25,"Autocorrelation"
5.25,0.01,0.012,10,90,25,10,25,"Autocorrelation"
5.5,0.008,0.012,10,90,25,10,25,"Autocorrelation"
5.75,0.008,0.012,10,90,25,10,25,"Autocorrelation"
6,0.006,0.012,10,90,25,10,25,"Autocorrelation"
0.25,0.934,0.746,4,9,50,10,25,"Autocorrelation"
0.5,0.898,0.656,4,9,50,10,25,"Autocorrelation"
0.75,0.836,0.6,4,9,50,10,25,"Autocorrelation"
1,0.792,0.53,4,9,50,10,25,"Autocorrelation"
1.25,0.708,0.44,4,9,50,10,25,"Autocorrelation"
1.5,0.622,0.33,4,9,50,10,25,"Autocorrelation"
1.75,0.538,0.27,4,9,50,10,25,"Autocorrelation"
2,0.46,0.22,4,9,50,10,25,"Autocorrelation"
2.25,0.38,0.158,4,9,50,10,25,"Autocorrelation"
2.5,0.31,0.124,4,9,50,10,25,"Autocorrelation"
2.75,0.28,0.092,4,9,50,10,25,"Autocorrelation"
3,0.23,0.078,4,9,50,10,25,"Autocorrelation"
3.25,0.192,0.062,4,9,50,10,25,"Autocorrelation"
3.5,0.16,0.044,4,9,50,10,25,"Autocorrelation"
3.75,0.128,0.036,4,9,50,10,25,"Autocorrelation"
4,0.102,0.026,4,9,50,10,25,"Autocorrelation"
4.25,0.086,0.014,4,9,50,10,25,"Autocorrelation"
4.5,0.076,0.014,4,9,50,10,25,"Autocorrelation"
4.75,0.064,0.008,4,9,50,10,25,"Autocorrelation"
5,0.054,0.004,4,9,50,10,25,"Autocorrelation"
5.25,0.048,0.004,4,9,50,10,25,"Autocorrelation"
5.5,0.036,0.004,4,9,50,10,25,"Autocorrelation"
5.75,0.03,0.004,4,9,50,10,25,"Autocorrelation"
6,0.028,0.004,4,9,50,10,25,"Autocorrelation"
0.25,0.872,0.692,6,9,50,10,25,"Autocorrelation"
0.5,0.824,0.632,6,9,50,10,25,"Autocorrelation"
0.75,0.778,0.584,6,9,50,10,25,"Autocorrelation"
1,0.726,0.496,6,9,50,10,25,"Autocorrelation"
1.25,0.648,0.428,6,9,50,10,25,"Autocorrelation"
1.5,0.574,0.36,6,9,50,10,25,"Autocorrelation"
1.75,0.494,0.292,6,9,50,10,25,"Autocorrelation"
2,0.412,0.23,6,9,50,10,25,"Autocorrelation"
2.25,0.354,0.172,6,9,50,10,25,"Autocorrelation"
2.5,0.304,0.13,6,9,50,10,25,"Autocorrelation"
2.75,0.238,0.094,6,9,50,10,25,"Autocorrelation"
3,0.2,0.074,6,9,50,10,25,"Autocorrelation"
3.25,0.156,0.06,6,9,50,10,25,"Autocorrelation"
3.5,0.134,0.046,6,9,50,10,25,"Autocorrelation"
3.75,0.112,0.034,6,9,50,10,25,"Autocorrelation"
4,0.098,0.024,6,9,50,10,25,"Autocorrelation"
4.25,0.078,0.018,6,9,50,10,25,"Autocorrelation"
4.5,0.066,0.014,6,9,50,10,25,"Autocorrelation"
4.75,0.048,0.012,6,9,50,10,25,"Autocorrelation"
5,0.046,0.008,6,9,50,10,25,"Autocorrelation"
5.25,0.038,0.006,6,9,50,10,25,"Autocorrelation"
5.5,0.028,0.004,6,9,50,10,25,"Autocorrelation"
5.75,0.028,0.002,6,9,50,10,25,"Autocorrelation"
6,0.018,0.002,6,9,50,10,25,"Autocorrelation"
0.25,0.848,0.72,8,9,50,10,25,"Autocorrelation"
0.5,0.786,0.66,8,9,50,10,25,"Autocorrelation"
0.75,0.728,0.584,8,9,50,10,25,"Autocorrelation"
1,0.672,0.506,8,9,50,10,25,"Autocorrelation"
1.25,0.604,0.426,8,9,50,10,25,"Autocorrelation"
1.5,0.538,0.352,8,9,50,10,25,"Autocorrelation"
1.75,0.454,0.286,8,9,50,10,25,"Autocorrelation"
2,0.38,0.21,8,9,50,10,25,"Autocorrelation"
2.25,0.314,0.142,8,9,50,10,25,"Autocorrelation"
2.5,0.266,0.104,8,9,50,10,25,"Autocorrelation"
2.75,0.22,0.084,8,9,50,10,25,"Autocorrelation"
3,0.176,0.066,8,9,50,10,25,"Autocorrelation"
3.25,0.152,0.048,8,9,50,10,25,"Autocorrelation"
3.5,0.122,0.034,8,9,50,10,25,"Autocorrelation"
3.75,0.098,0.018,8,9,50,10,25,"Autocorrelation"
4,0.072,0.012,8,9,50,10,25,"Autocorrelation"
4.25,0.054,0.01,8,9,50,10,25,"Autocorrelation"
4.5,0.042,0.004,8,9,50,10,25,"Autocorrelation"
4.75,0.04,0,8,9,50,10,25,"Autocorrelation"
5,0.032,0,8,9,50,10,25,"Autocorrelation"
5.25,0.03,0,8,9,50,10,25,"Autocorrelation"
5.5,0.024,0,8,9,50,10,25,"Autocorrelation"
5.75,0.022,0,8,9,50,10,25,"Autocorrelation"
6,0.018,0,8,9,50,10,25,"Autocorrelation"
0.25,0.838,0.724,10,9,50,10,25,"Autocorrelation"
0.5,0.776,0.662,10,9,50,10,25,"Autocorrelation"
0.75,0.722,0.584,10,9,50,10,25,"Autocorrelation"
1,0.638,0.514,10,9,50,10,25,"Autocorrelation"
1.25,0.548,0.432,10,9,50,10,25,"Autocorrelation"
1.5,0.474,0.348,10,9,50,10,25,"Autocorrelation"
1.75,0.404,0.292,10,9,50,10,25,"Autocorrelation"
2,0.358,0.232,10,9,50,10,25,"Autocorrelation"
2.25,0.292,0.174,10,9,50,10,25,"Autocorrelation"
2.5,0.254,0.138,10,9,50,10,25,"Autocorrelation"
2.75,0.206,0.086,10,9,50,10,25,"Autocorrelation"
3,0.176,0.056,10,9,50,10,25,"Autocorrelation"
3.25,0.132,0.038,10,9,50,10,25,"Autocorrelation"
3.5,0.102,0.032,10,9,50,10,25,"Autocorrelation"
3.75,0.088,0.03,10,9,50,10,25,"Autocorrelation"
4,0.074,0.028,10,9,50,10,25,"Autocorrelation"
4.25,0.062,0.02,10,9,50,10,25,"Autocorrelation"
4.5,0.052,0.018,10,9,50,10,25,"Autocorrelation"
4.75,0.044,0.016,10,9,50,10,25,"Autocorrelation"
5,0.036,0.01,10,9,50,10,25,"Autocorrelation"
5.25,0.026,0.006,10,9,50,10,25,"Autocorrelation"
5.5,0.024,0.004,10,9,50,10,25,"Autocorrelation"
5.75,0.02,0.002,10,9,50,10,25,"Autocorrelation"
6,0.014,0.002,10,9,50,10,25,"Autocorrelation"
0.25,0.892,0.734,4,18,50,10,25,"Autocorrelation"
0.5,0.85,0.672,4,18,50,10,25,"Autocorrelation"
0.75,0.784,0.596,4,18,50,10,25,"Autocorrelation"
1,0.742,0.516,4,18,50,10,25,"Autocorrelation"
1.25,0.652,0.422,4,18,50,10,25,"Autocorrelation"
1.5,0.558,0.356,4,18,50,10,25,"Autocorrelation"
1.75,0.458,0.276,4,18,50,10,25,"Autocorrelation"
2,0.382,0.218,4,18,50,10,25,"Autocorrelation"
2.25,0.332,0.164,4,18,50,10,25,"Autocorrelation"
2.5,0.272,0.136,4,18,50,10,25,"Autocorrelation"
2.75,0.204,0.104,4,18,50,10,25,"Autocorrelation"
3,0.168,0.088,4,18,50,10,25,"Autocorrelation"
3.25,0.136,0.068,4,18,50,10,25,"Autocorrelation"
3.5,0.108,0.048,4,18,50,10,25,"Autocorrelation"
3.75,0.088,0.036,4,18,50,10,25,"Autocorrelation"
4,0.076,0.036,4,18,50,10,25,"Autocorrelation"
4.25,0.066,0.028,4,18,50,10,25,"Autocorrelation"
4.5,0.054,0.016,4,18,50,10,25,"Autocorrelation"
4.75,0.046,0.012,4,18,50,10,25,"Autocorrelation"
5,0.038,0.012,4,18,50,10,25,"Autocorrelation"
5.25,0.032,0.006,4,18,50,10,25,"Autocorrelation"
5.5,0.032,0.004,4,18,50,10,25,"Autocorrelation"
5.75,0.026,0,4,18,50,10,25,"Autocorrelation"
6,0.026,0,4,18,50,10,25,"Autocorrelation"
0.25,0.85,0.724,6,18,50,10,25,"Autocorrelation"
0.5,0.802,0.644,6,18,50,10,25,"Autocorrelation"
0.75,0.74,0.58,6,18,50,10,25,"Autocorrelation"
1,0.658,0.512,6,18,50,10,25,"Autocorrelation"
1.25,0.574,0.444,6,18,50,10,25,"Autocorrelation"
1.5,0.496,0.366,6,18,50,10,25,"Autocorrelation"
1.75,0.416,0.28,6,18,50,10,25,"Autocorrelation"
2,0.35,0.226,6,18,50,10,25,"Autocorrelation"
2.25,0.282,0.176,6,18,50,10,25,"Autocorrelation"
2.5,0.232,0.136,6,18,50,10,25,"Autocorrelation"
2.75,0.174,0.11,6,18,50,10,25,"Autocorrelation"
3,0.146,0.074,6,18,50,10,25,"Autocorrelation"
3.25,0.126,0.058,6,18,50,10,25,"Autocorrelation"
3.5,0.086,0.046,6,18,50,10,25,"Autocorrelation"
3.75,0.072,0.03,6,18,50,10,25,"Autocorrelation"
4,0.056,0.024,6,18,50,10,25,"Autocorrelation"
4.25,0.052,0.02,6,18,50,10,25,"Autocorrelation"
4.5,0.034,0.014,6,18,50,10,25,"Autocorrelation"
4.75,0.026,0.006,6,18,50,10,25,"Autocorrelation"
5,0.024,0.004,6,18,50,10,25,"Autocorrelation"
5.25,0.014,0.004,6,18,50,10,25,"Autocorrelation"
5.5,0.012,0.002,6,18,50,10,25,"Autocorrelation"
5.75,0.006,0.002,6,18,50,10,25,"Autocorrelation"
6,0.004,0,6,18,50,10,25,"Autocorrelation"
0.25,0.838,0.742,8,18,50,10,25,"Autocorrelation"
0.5,0.768,0.664,8,18,50,10,25,"Autocorrelation"
0.75,0.708,0.586,8,18,50,10,25,"Autocorrelation"
1,0.63,0.504,8,18,50,10,25,"Autocorrelation"
1.25,0.544,0.43,8,18,50,10,25,"Autocorrelation"
1.5,0.472,0.338,8,18,50,10,25,"Autocorrelation"
1.75,0.402,0.272,8,18,50,10,25,"Autocorrelation"
2,0.338,0.216,8,18,50,10,25,"Autocorrelation"
2.25,0.262,0.172,8,18,50,10,25,"Autocorrelation"
2.5,0.232,0.13,8,18,50,10,25,"Autocorrelation"
2.75,0.202,0.108,8,18,50,10,25,"Autocorrelation"
3,0.16,0.08,8,18,50,10,25,"Autocorrelation"
3.25,0.132,0.058,8,18,50,10,25,"Autocorrelation"
3.5,0.11,0.042,8,18,50,10,25,"Autocorrelation"
3.75,0.098,0.036,8,18,50,10,25,"Autocorrelation"
4,0.084,0.024,8,18,50,10,25,"Autocorrelation"
4.25,0.066,0.016,8,18,50,10,25,"Autocorrelation"
4.5,0.046,0.008,8,18,50,10,25,"Autocorrelation"
4.75,0.036,0.008,8,18,50,10,25,"Autocorrelation"
5,0.028,0.006,8,18,50,10,25,"Autocorrelation"
5.25,0.018,0.006,8,18,50,10,25,"Autocorrelation"
5.5,0.014,0.006,8,18,50,10,25,"Autocorrelation"
5.75,0.012,0.004,8,18,50,10,25,"Autocorrelation"
6,0.012,0.004,8,18,50,10,25,"Autocorrelation"
0.25,0.814,0.718,10,18,50,10,25,"Autocorrelation"
0.5,0.742,0.648,10,18,50,10,25,"Autocorrelation"
0.75,0.69,0.562,10,18,50,10,25,"Autocorrelation"
1,0.598,0.49,10,18,50,10,25,"Autocorrelation"
1.25,0.532,0.422,10,18,50,10,25,"Autocorrelation"
1.5,0.464,0.336,10,18,50,10,25,"Autocorrelation"
1.75,0.388,0.266,10,18,50,10,25,"Autocorrelation"
2,0.32,0.198,10,18,50,10,25,"Autocorrelation"
2.25,0.27,0.156,10,18,50,10,25,"Autocorrelation"
2.5,0.238,0.112,10,18,50,10,25,"Autocorrelation"
2.75,0.184,0.078,10,18,50,10,25,"Autocorrelation"
3,0.156,0.056,10,18,50,10,25,"Autocorrelation"
3.25,0.124,0.042,10,18,50,10,25,"Autocorrelation"
3.5,0.096,0.03,10,18,50,10,25,"Autocorrelation"
3.75,0.078,0.026,10,18,50,10,25,"Autocorrelation"
4,0.068,0.018,10,18,50,10,25,"Autocorrelation"
4.25,0.056,0.012,10,18,50,10,25,"Autocorrelation"
4.5,0.04,0.008,10,18,50,10,25,"Autocorrelation"
4.75,0.032,0.006,10,18,50,10,25,"Autocorrelation"
5,0.026,0.006,10,18,50,10,25,"Autocorrelation"
5.25,0.024,0.004,10,18,50,10,25,"Autocorrelation"
5.5,0.024,0.004,10,18,50,10,25,"Autocorrelation"
5.75,0.016,0.004,10,18,50,10,25,"Autocorrelation"
6,0.012,0,10,18,50,10,25,"Autocorrelation"
0.25,0.778,0.752,4,90,50,10,25,"Autocorrelation"
0.5,0.694,0.652,4,90,50,10,25,"Autocorrelation"
0.75,0.61,0.578,4,90,50,10,25,"Autocorrelation"
1,0.51,0.482,4,90,50,10,25,"Autocorrelation"
1.25,0.41,0.398,4,90,50,10,25,"Autocorrelation"
1.5,0.352,0.334,4,90,50,10,25,"Autocorrelation"
1.75,0.288,0.27,4,90,50,10,25,"Autocorrelation"
2,0.23,0.224,4,90,50,10,25,"Autocorrelation"
2.25,0.172,0.182,4,90,50,10,25,"Autocorrelation"
2.5,0.14,0.146,4,90,50,10,25,"Autocorrelation"
2.75,0.092,0.114,4,90,50,10,25,"Autocorrelation"
3,0.066,0.09,4,90,50,10,25,"Autocorrelation"
3.25,0.058,0.074,4,90,50,10,25,"Autocorrelation"
3.5,0.044,0.058,4,90,50,10,25,"Autocorrelation"
3.75,0.034,0.046,4,90,50,10,25,"Autocorrelation"
4,0.024,0.042,4,90,50,10,25,"Autocorrelation"
4.25,0.024,0.032,4,90,50,10,25,"Autocorrelation"
4.5,0.018,0.032,4,90,50,10,25,"Autocorrelation"
4.75,0.016,0.026,4,90,50,10,25,"Autocorrelation"
5,0.016,0.022,4,90,50,10,25,"Autocorrelation"
5.25,0.016,0.014,4,90,50,10,25,"Autocorrelation"
5.5,0.01,0.014,4,90,50,10,25,"Autocorrelation"
5.75,0.008,0.012,4,90,50,10,25,"Autocorrelation"
6,0.008,0.012,4,90,50,10,25,"Autocorrelation"
0.25,0.687374749498998,0.726,6,90,50,10,25,"Autocorrelation"
0.5,0.616,0.65,6,90,50,10,25,"Autocorrelation"
0.75,0.558,0.588,6,90,50,10,25,"Autocorrelation"
1,0.486973947895792,0.512,6,90,50,10,25,"Autocorrelation"
1.25,0.402,0.428,6,90,50,10,25,"Autocorrelation"
1.5,0.322,0.344,6,90,50,10,25,"Autocorrelation"
1.75,0.26,0.282,6,90,50,10,25,"Autocorrelation"
2,0.206,0.222,6,90,50,10,25,"Autocorrelation"
2.25,0.162,0.18,6,90,50,10,25,"Autocorrelation"
2.5,0.142,0.148,6,90,50,10,25,"Autocorrelation"
2.75,0.124,0.118,6,90,50,10,25,"Autocorrelation"
3,0.092,0.084,6,90,50,10,25,"Autocorrelation"
3.25,0.078,0.076,6,90,50,10,25,"Autocorrelation"
3.5,0.072,0.056,6,90,50,10,25,"Autocorrelation"
3.75,0.062,0.05,6,90,50,10,25,"Autocorrelation"
4,0.044,0.04,6,90,50,10,25,"Autocorrelation"
4.25,0.034,0.036,6,90,50,10,25,"Autocorrelation"
4.5,0.028,0.032,6,90,50,10,25,"Autocorrelation"
4.75,0.02,0.018,6,90,50,10,25,"Autocorrelation"
5,0.018,0.012,6,90,50,10,25,"Autocorrelation"
5.25,0.014,0.01,6,90,50,10,25,"Autocorrelation"
5.5,0.01,0.01,6,90,50,10,25,"Autocorrelation"
5.75,0.01,0.008,6,90,50,10,25,"Autocorrelation"
6,0.004,0.008,6,90,50,10,25,"Autocorrelation"
0.25,0.705410821643287,0.714,8,90,50,10,25,"Autocorrelation"
0.5,0.648,0.618,8,90,50,10,25,"Autocorrelation"
0.75,0.56,0.534,8,90,50,10,25,"Autocorrelation"
1,0.49,0.462,8,90,50,10,25,"Autocorrelation"
1.25,0.406,0.394,8,90,50,10,25,"Autocorrelation"
1.5,0.32,0.318,8,90,50,10,25,"Autocorrelation"
1.75,0.256,0.244,8,90,50,10,25,"Autocorrelation"
2,0.212,0.198,8,90,50,10,25,"Autocorrelation"
2.25,0.152,0.146,8,90,50,10,25,"Autocorrelation"
2.5,0.126,0.124,8,90,50,10,25,"Autocorrelation"
2.75,0.102,0.096,8,90,50,10,25,"Autocorrelation"
3,0.078,0.072,8,90,50,10,25,"Autocorrelation"
3.25,0.058,0.06,8,90,50,10,25,"Autocorrelation"
3.5,0.044,0.042,8,90,50,10,25,"Autocorrelation"
3.75,0.036,0.038,8,90,50,10,25,"Autocorrelation"
4,0.028,0.028,8,90,50,10,25,"Autocorrelation"
4.25,0.022,0.026,8,90,50,10,25,"Autocorrelation"
4.5,0.016,0.022,8,90,50,10,25,"Autocorrelation"
4.75,0.016,0.02,8,90,50,10,25,"Autocorrelation"
5,0.01,0.018,8,90,50,10,25,"Autocorrelation"
5.25,0.008,0.014,8,90,50,10,25,"Autocorrelation"
5.5,0.006,0.014,8,90,50,10,25,"Autocorrelation"
5.75,0.004,0.012,8,90,50,10,25,"Autocorrelation"
6,0.004,0.01,8,90,50,10,25,"Autocorrelation"
0.25,0.698,0.728,10,90,50,10,25,"Autocorrelation"
0.5,0.613226452905812,0.65,10,90,50,10,25,"Autocorrelation"
0.75,0.54,0.568,10,90,50,10,25,"Autocorrelation"
1,0.472,0.498,10,90,50,10,25,"Autocorrelation"
1.25,0.372745490981964,0.404,10,90,50,10,25,"Autocorrelation"
1.5,0.304,0.336,10,90,50,10,25,"Autocorrelation"
1.75,0.252,0.252,10,90,50,10,25,"Autocorrelation"
2,0.192,0.18,10,90,50,10,25,"Autocorrelation"
2.25,0.164,0.136,10,90,50,10,25,"Autocorrelation"
2.5,0.124,0.102,10,90,50,10,25,"Autocorrelation"
2.75,0.102,0.082,10,90,50,10,25,"Autocorrelation"
3,0.074,0.054,10,90,50,10,25,"Autocorrelation"
3.25,0.054,0.042,10,90,50,10,25,"Autocorrelation"
3.5,0.044,0.034,10,90,50,10,25,"Autocorrelation"
3.75,0.038,0.024,10,90,50,10,25,"Autocorrelation"
4,0.032,0.022,10,90,50,10,25,"Autocorrelation"
4.25,0.022,0.018,10,90,50,10,25,"Autocorrelation"
4.5,0.016,0.014,10,90,50,10,25,"Autocorrelation"
4.75,0.012,0.012,10,90,50,10,25,"Autocorrelation"
5,0.01,0.012,10,90,50,10,25,"Autocorrelation"
5.25,0.006,0.012,10,90,50,10,25,"Autocorrelation"
5.5,0.006,0.012,10,90,50,10,25,"Autocorrelation"
5.75,0.006,0.012,10,90,50,10,25,"Autocorrelation"
6,0.004,0.012,10,90,50,10,25,"Autocorrelation"
0.25,0.94,0.736,4,9,10,10,50,"Autocorrelation"
0.5,0.902,0.626,4,9,10,10,50,"Autocorrelation"
0.75,0.862,0.484,4,9,10,10,50,"Autocorrelation"
1,0.814,0.388,4,9,10,10,50,"Autocorrelation"
1.25,0.722,0.27,4,9,10,10,50,"Autocorrelation"
1.5,0.64,0.198,4,9,10,10,50,"Autocorrelation"
1.75,0.544,0.13,4,9,10,10,50,"Autocorrelation"
2,0.448,0.076,4,9,10,10,50,"Autocorrelation"
2.25,0.356,0.048,4,9,10,10,50,"Autocorrelation"
2.5,0.276,0.03,4,9,10,10,50,"Autocorrelation"
2.75,0.222,0.026,4,9,10,10,50,"Autocorrelation"
3,0.156,0.014,4,9,10,10,50,"Autocorrelation"
3.25,0.13,0.01,4,9,10,10,50,"Autocorrelation"
3.5,0.088,0.006,4,9,10,10,50,"Autocorrelation"
3.75,0.066,0.004,4,9,10,10,50,"Autocorrelation"
4,0.054,0,4,9,10,10,50,"Autocorrelation"
4.25,0.05,0,4,9,10,10,50,"Autocorrelation"
